Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ImageURL,OnView,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
"Roman Catholic Cathedral, Mostar, Bosnia and Herzegovina (Photograph of model)",Zlatko Ugljen,50030,"(Bosnian, born 1929)",(Bosnian),(1929),(0),(male),1972,Photograph printed on heavyweight paper,"19 11/16 × 19 11/16"" (50 × 50 cm)",Committee on Architecture and Design Funds,824.2018,Architecture,Architecture & Design,2018-10-15,N,214592,,,,,0.0,,50.0,,,50.0,,
"Block 23, New Belgrade, Serbia (View of buildings 1 to 4, 2016)","Božidar Janković, Branislav Karadžić, Aleksandar Stjepanović, Valentin Jeck, Milutin Glavički","68051, 68052, 68050, 69800, 68054","(Serbian) (Serbian, 1929–2007) (Serbian, born 1931) (Swiss, born 1964) (1930–1987)",(Serbian) (Serbian) (Serbian) (Swiss) (),(0) (1929) (1931) (1964) (1930),(0) (2007) (0) (0) (1987),(male) (male) (male) (male) (),2016,Digital photograph,,"Gift of Robert Menschel, Janet Wallach, and the Committee on Architecture and Design",803.2018.29,Architecture,Architecture & Design,2018-10-15,Y,273888,https://www.moma.org/collection/works/273888,https://www.moma.org/media/W1siZiIsIjQ3NjkzNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=63985d154e1f28ce,,,,,,,,,,
"Museum of People’s Revolution, Sarajevo, Bosnia and Herzegovina (Exterior view of the entrance, 2016)","Boris Magaš, Valentin Jeck","67481, 69800","(1930–2013) (Swiss, born 1964)",() (Swiss),(1930) (1964),(2013) (0),() (male),2016,Digital photograph,,"Gift of Robert Menschel, Janet Wallach, and the Committee on Architecture and Design",803.2018.24,Architecture,Architecture & Design,2018-10-15,Y,273892,https://www.moma.org/collection/works/273892,https://www.moma.org/media/W1siZiIsIjQ3NjkyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=aa39b9a08744209b,,,,,,,,,,
"Revolution Square (today Republic Square), Ljubljana, Slovenia","Edvard Ravnikar, Valentin Jeck","49855, 69800","(1907–1993) (Swiss, born 1964)",() (Swiss),(1907) (1964),(1993) (0),() (male),2016,Digital photograph,,"Gift of Robert Menschel, Janet Wallach, and the Committee on Architecture and Design",803.2018.17,Architecture,Architecture & Design,2018-10-15,Y,273894,https://www.moma.org/collection/works/273894,https://www.moma.org/media/W1siZiIsIjQ3NjkyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=b2ed146d3c0f7029,,,,,,,,,,
"Revolution Square (today Republic Square), Ljubljana, Slovenia (Northern view, 2016)","Edvard Ravnikar, Valentin Jeck","49855, 69800","(1907–1993) (Swiss, born 1964)",() (Swiss),(1907) (1964),(1993) (0),() (male),2016,Digital photograph,,"Gift of Robert Menschel, Janet Wallach, and the Committee on Architecture and Design",803.2018.18,Architecture,Architecture & Design,2018-10-15,Y,273896,https://www.moma.org/collection/works/273896,https://www.moma.org/media/W1siZiIsIjQ3NjkyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=07ef997797e3e91a,,,,,,,,,,
"S2 Office Tower, Ljubljana, Slovenia (Exterior view, 2016)","Milan Mihelič, Valentin Jeck","49864, 69800","(born 1925) (Swiss, born 1964)",() (Swiss),(1925) (1964),(0) (0),() (male),2016,Digital photograph,,"Gift of Robert Menschel, Janet Wallach, and the Committee on Architecture and Design",803.2018.20,Architecture,Architecture & Design,2018-10-15,Y,273897,https://www.moma.org/collection/works/273897,https://www.moma.org/media/W1siZiIsIjUzMjA0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=3efb4232e0f72b27,,,,,,,,,,
"Šerefudin White Mosque, Visoko, Bosnia and Herzegovina (Interior view, 2016)","Zlatko Ugljen, Valentin Jeck","50030, 69800","(Bosnian, born 1929) (Swiss, born 1964)",(Bosnian) (Swiss),(1929) (1964),(0) (0),(male) (male),2016,Digital photograph,,"Gift of Robert Menschel, Janet Wallach, and the Committee on Architecture and Design",803.2018.25,Architecture,Architecture & Design,2018-10-15,Y,273898,https://www.moma.org/collection/works/273898,https://www.moma.org/media/W1siZiIsIjQ3NjkzMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=77d7ecc18d819cef,,,,,,,,,,
"Building block on Braće Borozan Street, Split 3, Split, Croatia (Exterior view, 2016)","Dinko Kovačić, Mihajlo Zorić","50170, 69841",(born 1938) (born 1939),(Croatian) (),(1938) (1939),(0) (0),(male) (),1970–1973,Digital photograph,,"Gift of Robert Menschel, Janet Wallach, and the Committee on Architecture and Design",803.2018.34,Architecture,Architecture & Design,2018-10-15,Y,273901,https://www.moma.org/collection/works/273901,https://www.moma.org/media/W1siZiIsIjQ3Njk0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a818bba03be319cc,,,,,,,,,,
"Block 23, New Belgrade, Serbia (View of the entrance to Slab 5, 2016)","Božidar Janković, Branislav Karadžić, Aleksandar Stjepanović, Valentin Jeck, Milutin Glavički","68051, 68052, 68050, 69800, 68054","(Serbian) (Serbian, 1929–2007) (Serbian, born 1931) (Swiss, born 1964) (1930–1987)",(Serbian) (Serbian) (Serbian) (Swiss) (),(0) (1929) (1931) (1964) (1930),(0) (2007) (0) (0) (1987),(male) (male) (male) (male) (),2016,Digital photograph,,"Gift of Robert Menschel, Janet Wallach, and the Committee on Architecture and Design",803.2018.36,Architecture,Architecture & Design,2018-10-15,Y,273889,https://www.moma.org/collection/works/273889,https://www.moma.org/media/W1siZiIsIjQ3Njk0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=5049dce65418c4d2,,,,,,,,,,
"Telecommunications Center, Skopje, Macedonia (View of southwestern block façade, 2016)","Janko Konstantinov, Valentin Jeck","49951, 69800","(Macedonian, 1926–2010) (Swiss, born 1964)",(Macedonian) (Swiss),(1926) (1964),(2010) (0),(male) (male),2016,Digital photograph,,"Gift of Robert Menschel, Janet Wallach, and the Committee on Architecture and Design",803.2018.16,Architecture,Architecture & Design,2018-10-15,Y,280128,https://www.moma.org/collection/works/280128,https://www.moma.org/media/W1siZiIsIjQ3NjkyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=6f96f387a0bc5382,,,,,,,,,,
"Podgorica Hotel, Podgorica, Montenegro","Svetlana Kana Radević, Valentin Jeck","68343, 69800","(1937–2000) (Swiss, born 1964)",() (Swiss),(1937) (1964),(2000) (0),() (male),2016,Digital photograph,,Gift of Robert Menschel and Janet Wallach and the Committee on Architecture and Design,803.2018.42,Architecture,Architecture & Design,2018-10-15,Y,273902,https://www.moma.org/collection/works/273902,https://www.moma.org/media/W1siZiIsIjQ3Njk0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=c5cc9f0e84ec81a7,,,,,,,,,,
"Telecommunications Center, Skopje, Macedonia (Exterior view of Counter Hall, 2016)","Janko Konstantinov, Valentin Jeck","49951, 69800","(Macedonian, 1926–2010) (Swiss, born 1964)",(Macedonian) (Swiss),(1926) (1964),(2010) (0),(male) (male),2016,Digital photograph,,"Gift of Robert Menschel, Janet Wallach, and the Committee on Architecture and Design",803.2018.38,Architecture,Architecture & Design,2018-10-15,Y,282386,https://www.moma.org/collection/works/282386,https://www.moma.org/media/W1siZiIsIjQ3Njk0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=b6cb1b13729e3e88,,,,,,,,,,
"Aeronautical Museum, Belgrade, Serbia (Interior view, 2016)","Ivan Štraus, Valentin Jeck","67097, 69800","(Bosnian, 1928–2018) (Swiss, born 1964)",(Bosnian) (Swiss),(1928) (1964),(2018) (0),(male) (male),2016,Digital photograph,,"Gift of Robert Menschel, Janet Wallach, and the Committee on Architecture and Design",803.2018.40,Architecture,Architecture & Design,2018-10-15,Y,282387,https://www.moma.org/collection/works/282387,https://www.moma.org/media/W1siZiIsIjQ3Njk0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=194af2ad1d591aa2,,,,,,,,,,
"Diagnostic and Therapeutic Wing of the University Medical Center, Ljubljana, Slovenia (Interior view of staircase, 2016)","Stanko Kristl, Valentin Jeck","49860, 69800","(born 1922) (Swiss, born 1964)",() (Swiss),(1922) (1964),(0) (0),() (male),2016,Digital photograph,,"Gift of Robert Menschel, Janet Wallach, and the Committee on Architecture and Design",803.2018.39,Architecture,Architecture & Design,2018-10-15,Y,280136,https://www.moma.org/collection/works/280136,https://www.moma.org/media/W1siZiIsIjQ3Njk0NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=0ffcff28e518fbd7,,,,,,,,,,
"Council Assembly Building, Kranj, Slovenia (Interior view of auditorium, 2016)","Edvard Ravnikar, Valentin Jeck","49855, 69800","(1907–1993) (Swiss, born 1964)",() (Swiss),(1907) (1964),(1993) (0),() (male),2016,Digital photograph,,"Gift of Robert Menschel, Janet Wallach, and the Committee on Architecture and Design",803.2018.22,Architecture,Architecture & Design,2018-10-15,Y,280138,https://www.moma.org/collection/works/280138,https://www.moma.org/media/W1siZiIsIjQ3NjkyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=42406310db10efee,,,,,,,,,,
"Diagnostic and Therapeutic Wing of the University Medical Center, Ljubljana, Slovenia (Interior view of entrance hall, 2016)","Stanko Kristl, Valentin Jeck","49860, 69800","(born 1922) (Swiss, born 1964)",() (Swiss),(1922) (1964),(0) (0),() (male),2016,Digital photograph,,"Gift of Robert Menschel, Janet Wallach, and the Committee on Architecture and Design",803.2018.19,Architecture,Architecture & Design,2018-10-15,Y,280134,https://www.moma.org/collection/works/280134,https://www.moma.org/media/W1siZiIsIjQ3NjkyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=4caba9a485df0e22,,,,,,,,,,
"Pavilion of West Germany, Zagreb Fair, Zagreb, Croatia (View of the northeastern façade, 2016)","Ivan Vitić, Krunoslav Tonković, Valentin Jeck","67489, 74117, 69800","(1917–1986) (1917–1986) (Swiss, born 1964)",() () (Swiss),(1917) (1917) (1964),(1986) (1986) (0),() () (male),2016,Digital photograph,,"Gift of Robert Menschel, Janet Wallach, and the Committee on Architecture and Design",803.2018.14,Architecture,Architecture & Design,2018-10-15,Y,280132,https://www.moma.org/collection/works/280132,https://www.moma.org/media/W1siZiIsIjQ3NjkxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=3e055f3bfa8cca9b,,,,,,,,,,
"Macedonian Opera and Ballet, Skopje, Macedonia (View of the foyer, 2016)","Valentin Jeck, Štefan Kacin, Jurij Princes, Bogdan Spindler, Marjan Uršič","69800, 49961, 49962, 74159, 49964","(Swiss, born 1964) (born 1939) (born 1933) (born 1940) (born 1934)",(Swiss) () () () (),(1964) (1939) (1933) (1940) (1934),(0) (0) (0) (0) (0),(male) () () () (),2016,Digital photograph,,"Gift of Robert Menschel, Janet Wallach, and the Committee on Architecture and Design",803.2018.26,Architecture,Architecture & Design,2018-10-15,Y,280129,https://www.moma.org/collection/works/280129,https://www.moma.org/media/W1siZiIsIjQ3NjkzMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=38b920171394e731,,,,,,,,,,
"Diagnostic and Therapeutic Wing of the University Medical Center, Ljubljana, Slovenia (Interior view of staircase, 2016)","Stanko Kristl, Valentin Jeck","49860, 69800","(born 1922) (Swiss, born 1964)",() (Swiss),(1922) (1964),(0) (0),() (male),2016,Digital photograph,,"Gift of Robert Menschel, Janet Wallach, and the Committee on Architecture and Design",803.2018.35,Architecture,Architecture & Design,2018-10-15,Y,280135,https://www.moma.org/collection/works/280135,https://www.moma.org/media/W1siZiIsIjQ3Njk0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=27fc0f331f69495d,,,,,,,,,,
"Cerak Vinogradi Housing Estate, Belgrade, Serbia","Darko Marušić, Milenija Marušić, Nedeljko Borovnica","68163, 68164, 74177","(Serbian, born 1940) (Serbian, born 1940)",(Serbian) (Serbian) (),(1940) (1940) (0),(0) (0) (0),(male) (female) (),1977–1987,"four architectural drawings, two photographs",dimensions vary,Gift of the architects,152.2019.1-6,Architecture,Architecture & Design,2019-11-04,N,404559,,,,,,,,,,,,
"Seashore Library - Aranya, Heibei, China","Dong Gong, Shengliang Su","133075, 133410","(Chinese, born 1972) (Chinese)",(Chinese) (Chinese),(1972) (0),(0) (0),(male) (),2014–2015,Digital photograph,,Gift of Dong Gong / Vector Architects,299.2020.5,Architecture,Architecture & Design,2020-11-16,Y,416691,https://www.moma.org/collection/works/416691,https://www.moma.org/media/W1siZiIsIjQ5NjM3MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=32c115283cd0f4c9,,,,,,,,,,
"Seashore Library - Aranya, Heibei, China","Dong Gong, Shengliang Su","133075, 133410","(Chinese, born 1972) (Chinese)",(Chinese) (Chinese),(1972) (0),(0) (0),(male) (),2014–2015,Digital photograph,,Gift of Dong Gong / Vector Architects,299.2020.6,Architecture,Architecture & Design,2020-11-16,Y,416692,https://www.moma.org/collection/works/416692,https://www.moma.org/media/W1siZiIsIjQ5NjM3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=428aac551e9284a5,,,,,,,,,,
"Seashore Library - Aranya, Heibei, China","Dong Gong, Shengliang Su","133075, 133410","(Chinese, born 1972) (Chinese)",(Chinese) (Chinese),(1972) (0),(0) (0),(male) (),2014–2015,Digital photograph,,Gift of Dong Gong / Vector Architects,299.2020.4,Architecture,Architecture & Design,2020-11-16,Y,416690,https://www.moma.org/collection/works/416690,https://www.moma.org/media/W1siZiIsIjQ5NjM3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=94c74582a1fcb4aa,,,,,,,,,,
"Seashore Library - Aranya, Heibei, China","Dong Gong, Xia Shi","133075, 133412","(Chinese, born 1972)",(Chinese) (),(1972) (0),(0) (0),(male) (),2014–2015,Digital photograph,,Gift of Dong Gong / Vector Architects,299.2020.3,Architecture,Architecture & Design,2020-11-16,Y,416689,https://www.moma.org/collection/works/416689,https://www.moma.org/media/W1siZiIsIjQ5NjM3MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ea47b270bb40d0bd,,,,,,,,,,
"Seashore Library - Aranya, Heibei, China","Dong Gong, Shengliang Su","133075, 133410","(Chinese, born 1972) (Chinese)",(Chinese) (Chinese),(1972) (0),(0) (0),(male) (),2014–2015,Digital photograph,,Gift of Dong Gong / Vector Architects,299.2020.2,Architecture,Architecture & Design,2020-11-16,Y,416688,https://www.moma.org/collection/works/416688,https://www.moma.org/media/W1siZiIsIjQ5NjM3MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=8c33807031ec9fb1,,,,,,,,,,
"Seashore Library - Aranya, Heibei, China","Dong Gong, Shengliang Su","133075, 133410","(Chinese, born 1972) (Chinese)",(Chinese) (Chinese),(1972) (0),(0) (0),(male) (),2014–2015,Digital photograph,,Gift of Dong Gong / Vector Architects,299.2020.1,Architecture,Architecture & Design,2020-11-16,Y,416687,https://www.moma.org/collection/works/416687,https://www.moma.org/media/W1siZiIsIjQ5NjM2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=9ab5b70dc9832502,,,,,,,,,,
"Tulou Collective Housing, Nanhai, Guandong, China","Xiao Du Liu, Yan Meng, Hui Wang, Chaoying Yang","133361, 133362, 133363, 133364","(Chinese, born 1961) (Chinese, born 1964) (Chinese, born 1967) (Chinese)",(Chinese) (Chinese) (Chinese) (Chinese),(1961) (1964) (1967) (0),(0) (0) (0) (0),(male) (male) (male) (),2005–2008,Digital photograph,,Gift of the architects,290.2020.6,Architecture,Architecture & Design,2020-11-16,Y,416257,https://www.moma.org/collection/works/416257,https://www.moma.org/media/W1siZiIsIjQ5NjEzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=3801ffa15b61c113,,,,,,,,,,
"Tulou Collective Housing, Nanhai, Guandong, China","Xiao Du Liu, Yan Meng, Hui Wang, Chaoying Yang","133361, 133362, 133363, 133364","(Chinese, born 1961) (Chinese, born 1964) (Chinese, born 1967) (Chinese)",(Chinese) (Chinese) (Chinese) (Chinese),(1961) (1964) (1967) (0),(0) (0) (0) (0),(male) (male) (male) (),2005–2008,Digital photograph,,Gift of the architects,290.2020.2,Architecture,Architecture & Design,2020-11-16,Y,416253,https://www.moma.org/collection/works/416253,https://www.moma.org/media/W1siZiIsIjQ5NjEzNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=2ad206a401ac4889,,,,,,,,,,
"Tulou Collective Housing, Nanhai, Guandong, China","Xiao Du Liu, Yan Meng, Hui Wang, Chaoying Yang","133361, 133362, 133363, 133364","(Chinese, born 1961) (Chinese, born 1964) (Chinese, born 1967) (Chinese)",(Chinese) (Chinese) (Chinese) (Chinese),(1961) (1964) (1967) (0),(0) (0) (0) (0),(male) (male) (male) (),2005–2008,Digital photograph,,Gift of the architects,290.2020.4,Architecture,Architecture & Design,2020-11-16,Y,416255,https://www.moma.org/collection/works/416255,https://www.moma.org/media/W1siZiIsIjQ5NjEzNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e796e4548bcd9b10,,,,,,,,,,
"Tulou Collective Housing, Nanhai, Guandong, China","Xiao Du Liu, Yan Meng, Hui Wang, Chaoying Yang","133361, 133362, 133363, 133364","(Chinese, born 1961) (Chinese, born 1964) (Chinese, born 1967) (Chinese)",(Chinese) (Chinese) (Chinese) (Chinese),(1961) (1964) (1967) (0),(0) (0) (0) (0),(male) (male) (male) (),2005–2008,Digital photograph,,Gift of the architects,290.2020.3,Architecture,Architecture & Design,2020-11-16,Y,416254,https://www.moma.org/collection/works/416254,https://www.moma.org/media/W1siZiIsIjQ5NjEzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=2602852323736f2c,,,,,,,,,,
"Tulou Collective Housing, Nanhai, Guandong, China","Xiao Du Liu, Yan Meng, Hui Wang, Chaoying Yang","133361, 133362, 133363, 133364","(Chinese, born 1961) (Chinese, born 1964) (Chinese, born 1967) (Chinese)",(Chinese) (Chinese) (Chinese) (Chinese),(1961) (1964) (1967) (0),(0) (0) (0) (0),(male) (male) (male) (),2005–2008,Digital photograph,,Gift of the architects,290.2020.1,Architecture,Architecture & Design,2020-11-16,Y,416252,https://www.moma.org/collection/works/416252,,,,,,,,,,,
"Seashore Library - Aranya, Heibei, China",Vector Architects,132778,(est. 2008),(),(2008),(0),(),2014–2015,Digital photographs,,Gift of the architect,299.2020.1-8,Architecture,Architecture & Design,2020-11-16,N,420655,,,,,,,,,,,,
"Seashore Library - Aranya, Heibei, China","Dong Gong, Xia Shi","133075, 133412","(Chinese, born 1972)",(Chinese) (),(1972) (0),(0) (0),(male) (),2014–2015,Digital photograph,,Gift of Dong Gong / Vector Architects,299.2020.7,Architecture,Architecture & Design,2020-11-16,Y,416693,https://www.moma.org/collection/works/416693,https://www.moma.org/media/W1siZiIsIjQ5NjM3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a106c8df3c31218e,,,,,,,,,,
"Angdong Hospital, Baojing, Hunan Province, China","Joshua Bolchover, John Lin","133571, 133572","(British, born 1974) (American, born Taiwan, 1975)",(British) (American),(1974) (1975),(0) (0),(male) (male),2011–2014,Digital photograph,,Gift of Rural Urban Framework (RUF),279.2020.4,Architecture,Architecture & Design,2020-11-16,Y,416221,https://www.moma.org/collection/works/416221,,,,,,,,,,,
"Tulou Collective Housing, Nanhai, Guandong, China","Xiao Du Liu, Yan Meng, Hui Wang, Chaoying Yang","133361, 133362, 133363, 133364","(Chinese, born 1961) (Chinese, born 1964) (Chinese, born 1967) (Chinese)",(Chinese) (Chinese) (Chinese) (Chinese),(1961) (1964) (1967) (0),(0) (0) (0) (0),(male) (male) (male) (),2005–2008,Digital photograph,,Gift of the architects,290.2020.5,Architecture,Architecture & Design,2020-11-16,Y,416256,https://www.moma.org/collection/works/416256,https://www.moma.org/media/W1siZiIsIjQ5NjEzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=1203f256710b2111,,,,,,,,,,
"Seashore Library - Aranya, Heibei, China","Dong Gong, Shengliang Su","133075, 133410","(Chinese, born 1972) (Chinese)",(Chinese) (Chinese),(1972) (0),(0) (0),(male) (),2014–2015,Digital photograph,,Gift of Dong Gong / Vector Architects,299.2020.8,Architecture,Architecture & Design,2020-11-16,Y,416694,https://www.moma.org/collection/works/416694,https://www.moma.org/media/W1siZiIsIjQ5NjM3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=3b8593ffd1c27816,,,,,,,,,,
"Brown Sugar Factory, Zhangxi Village, Songyang, China",DnA_Design and Architecture,132772,,(),(0),(0),(),2015–2016,Digital photographs,,Gift of the architect,267.2020.1-7,Architecture,Architecture & Design,2020-11-16,N,420634,,,,,,,,,,,,
"Alila Yangshuo Hotel, Yangshuo, Guilin, Guangxi, China","Dong Gong, Hao Chen","133075, 133411","(Chinese, born 1972)",(Chinese) (Chinese),(1972) (0),(0) (0),(male) (),2013–2017,Digital photograph,,Gift of Dong Gong / Vector Architects,295.2020.3,Architecture,Architecture & Design,2020-11-16,Y,416706,https://www.moma.org/collection/works/416706,https://www.moma.org/media/W1siZiIsIjQ5NjM2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ec5d4a909e9ed5da,,,,,,,,,,
"Angdong Hospital, Baojing, Hunan Province, China","Joshua Bolchover, John Lin","133571, 133572","(British, born 1974) (American, born Taiwan, 1975)",(British) (American),(1974) (1975),(0) (0),(male) (male),2011–2014,Digital photograph,,Gift of Rural Urban Framework (RUF),279.2020.3,Architecture,Architecture & Design,2020-11-16,Y,416220,https://www.moma.org/collection/works/416220,,,,,,,,,,,
"Alila Yangshuo Hotel, Yangshuo, Guilin, Guangxi, China",,,,,,,,2013–2017,Digital photographs,,Gift of the architects,295.2020.1-8,Architecture,Architecture & Design,2020-11-16,N,420652,,,,,,,,,,,,
"Tulou Collective Housing, Nanhai, Guandong, China","Urbanus Architecture & Design Inc., Chaoying Yang","132777, 133364",(est. 1999) (Chinese),(Chinese) (Chinese),(1999) (0),(0) (0),() (),2005–2008,Digital photographs,,Gift of the architects,290.2020.1-6,Architecture,Architecture & Design,2020-11-16,N,420649,,,,,,,,,,,,
"Angdong Hospital, Baojing, Hunan Province, China",Rural Urban Framework,132775,,(),(0),(0),(),2011–2014,Digital photographs,,Gift of Rural Urban Framework (RUF),279.2020.1-4,Architecture,Architecture & Design,2020-11-16,N,420642,,,,,,,,,,,,
"UCCA Dune Art Museum, Aranya, Hebei, China",OPEN Architecture,132774,,(),(0),(0),(),2015–2018,Digital photographs,,Gift of the architects,277.2020.1-10,Architecture,Architecture & Design,2020-11-16,N,420640,,,,,,,,,,,,
"Hakka Indenture Museum,Shicang Village, Songyang, China,",DnA_Design and Architecture,132772,,(),(0),(0),(),2017,Digital photographs,,Gift of the architect,270.2020.1-6,Architecture,Architecture & Design,2020-11-16,N,420636,,,,,,,,,,,,
"Alila Yangshuo Hotel, Yangshuo, Guilin, Guangxi, China","Dong Gong, Shengliang Su","133075, 133410","(Chinese, born 1972) (Chinese)",(Chinese) (Chinese),(1972) (0),(0) (0),(male) (),2013–2017,Digital photograph,,Gift of Dong Gong / Vector Architects,295.2020.1,Architecture,Architecture & Design,2020-11-16,Y,416705,https://www.moma.org/collection/works/416705,https://www.moma.org/media/W1siZiIsIjQ5NjM2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=fb981837fc6fe016,,,,,,,,,,
"Bamboo Theater, HengKeng Village, Songyang, China",DnA_Design and Architecture,132772,,(),(0),(0),(),2015,Digital photographs,,Gift of the architect,264.2020.1-4,Architecture,Architecture & Design,2020-11-16,N,420630,,,,,,,,,,,,
"Alila Yangshuo Hotel, Yangshuo, Guilin, Guangxi, China","Dong Gong, Hao Chen","133075, 133411","(Chinese, born 1972)",(Chinese) (Chinese),(1972) (0),(0) (0),(male) (),2013–2017,Digital photograph,,Gift of Dong Gong / Vector Architects,295.2020.8,Architecture,Architecture & Design,2020-11-16,Y,416712,https://www.moma.org/collection/works/416712,https://www.moma.org/media/W1siZiIsIjQ5NjM2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f6d5bc8461c82753,,,,,,,,,,
"Alila Yangshuo Hotel, Yangshuo, Guilin, Guangxi, China","Dong Gong, Hao Chen","133075, 133411","(Chinese, born 1972)",(Chinese) (Chinese),(1972) (0),(0) (0),(male) (),2013–2017,Digital photograph,,Gift of Dong Gong / Vector Architects,295.2020.7,Architecture,Architecture & Design,2020-11-16,Y,416711,https://www.moma.org/collection/works/416711,https://www.moma.org/media/W1siZiIsIjQ5NjM2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=84471644bff42626,,,,,,,,,,
"Alila Yangshuo Hotel, Yangshuo, Guilin, Guangxi, China","Dong Gong, Shengliang Su","133075, 133410","(Chinese, born 1972) (Chinese)",(Chinese) (Chinese),(1972) (0),(0) (0),(male) (),2013–2017,Digital photograph,,Gift of Dong Gong / Vector Architects,295.2020.6,Architecture,Architecture & Design,2020-11-16,Y,416710,https://www.moma.org/collection/works/416710,https://www.moma.org/media/W1siZiIsIjQ5NjM2NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=1b6522cdb8f6ab31,,,,,,,,,,
